"20200331152911046","23.99959","473.3615","1439.61","-0.3339816","332.3936","1346.291","-19.95315","220.5217","1270.499","-24.79984","33.85666","1179.208","-56.02662","63.34783","1198.106","-187.5511","81.46352","1231.321","-332.1765","177.8384","1430.789","-308.908","90.48731","1633.604","-359.3846","24.33129","1673.278","-411.1697","-55.22977","1714.385","-362.4992","-21.56047","1669.413","7.612111","66.92524","1188.714","122.7629","116.3638","1200.873","170.2845","370.8043","1276.156","196.9105","557.3698","1398.818","196.4099","591.6892","1491.955","216.1095","666.2356","1558.242","126.6043","620.0638","1488.758","-61.82442","478.0884","1454.849","-8.987028","755.8539","1713.593","8.282482","1116.167","1777.165","21.70156","1197.804","1936.295","101.3909","469.0991","1425.869","201.8497","731.8561","1685.57","223.8669","1082.203","1802.936","264.3516","1135.063","1953.92","-24.60516","-41.03739","1156.697","12.6904","-184.3033","1114.862","-23.91609","-158.9073","1085.089","-105.1213","-70.89814","1104.839","25.03189","-148.7174","1082.695","45.77577","-25.05065","1085.888",""
"20200331152911095","34.13253","438.1417","1440.122","7.613566","297.5485","1358.187","-14.06476","187.3461","1289.203","-15.43286","-1.61162","1221.762","-46.23463","28.57876","1235.604","-173.0503","48.13612","1267.037","-307.9933","182.047","1437.559","-272.0497","133.0481","1643.108","-321.8603","67.46323","1676.82","-371.8986","-14.39585","1704.513","-341.6602","24.36259","1656.564","15.47997","31.28669","1228.406","127.6394","77.3522","1236.711","184.8081","326.2838","1286.463","212.325","512.4474","1394.627","217.7445","553.9967","1480.795","227.9124","630.2388","1541.77","163.1166","565.7537","1493.944","-48.44067","444.7016","1455.592","-28.09427","722.6821","1698.88","-5.90976","1072.931","1741.884","-0.7953588","1168.205","1886.349","108.5924","432.2263","1426.173","203.8753","683.7952","1679.583","228.7069","1024.991","1782.676","263.943","1087.229","1925.005","-14.40878","-75.88678","1208.308","14.46277","-213.4032","1160.266","-12.2095","-182.4554","1128.542","-83.85023","-90.81119","1142.485","35.37865","-178.1199","1135.696","66.34974","-62.68704","1155.114",""
"20200331152911162","27.84887","414.9921","1456.947","9.682726","274.1536","1379.334","-3.336341","158.1181","1323.616","-3.9131","-29.36776","1263.349","-34.25764","0.5222708","1276.1","-157.9641","29.46471","1302.057","-301.7953","169.7756","1451.924","-289.2305","69.8772","1636.656","-341.0391","46.22397","1702.882","-422.6533","-7.928874","1706.579","-354.6631","-20.0358","1663.906","26.27759","3.274351","1268.728","136.3527","48.37049","1277.702","198.2569","293.2323","1315.721","227.6146","483.4347","1407.112","225.237","514.2155","1495.948","241.342","600.1376","1536.445","168.6743","536.4395","1500.435","-52.6367","414.8725","1476.002","-19.46665","657.8807","1743.806","-22.27234","1004.591","1758.938","-3.336405","1098.665","1899.185","100.4262","415.1","1439.763","207.8933","657.1493","1687.657","205.1115","1000.55","1758.796","256.0215","1061.597","1893.43","-2.561284","-102.649","1252.462","31.4492","-238.827","1213.156","2.695012","-211.9713","1181.066","-71.87101","-125.0407","1191.393","49.31062","-204.8638","1186.138","74.18687","-89.13268","1196.743",""
"20200331152911229","41.06343","398.4885","1489.564","26.07603","254.8022","1419.019","14.86061","137.7859","1367.05","7.278284","-50.30921","1313.766","-21.79782","-18.80261","1324.39","-142.4896","20.62859","1346.152","-296.9647","157.4494","1485.547","-349.3745","41.29816","1651.217","-379.0222","-12.61857","1712.403","-452.1747","-76.67657","1717.575","-373.8783","-53.95404","1706.337","38.60068","-19.13609","1318.947","149.9877","20.52665","1326.978","209.8548","265.3535","1356.267","238.7837","462.744","1426.962","256.8983","505.2758","1508.155","268.2193","583.1135","1562.687","199.8683","510.1537","1532.084","-39.78698","399.7523","1504.166","-2.730437","678.947","1729.611","3.699703","1022.457","1758.418","28.81497","1106.267","1902.797","113.9698","397.3489","1476.396","212.8244","661.382","1700.856","212.8311","1006.846","1746.015","266.0977","1074.672","1875.196","5.48836","-123.4407","1305.562","42.30115","-259.8905","1274.025","13.48813","-235.5258","1240.554","-62.38027","-150.2679","1245.64","59.60272","-227.2669","1245.563","81.92902","-111.4188","1250.156",""
"20200331152911297","57.99363","389.3589","1539.235","41.47963","240.6923","1471.391","28.54704","120.1153","1421.035","23.56143","-73.56714","1371.916","-6.647011","-41.24942","1380.821","-130.4236","0.4944019","1396.866","-284.1407","167.0574","1512.422","-339.3316","34.17243","1670.19","-388.8916","-23.32673","1715.98","-463.2137","-88.46272","1727.366","-378.9559","-63.47298","1709.947","55.21315","-41.40184","1377.379","165.9701","7.052962","1384.008","237.0494","255.3349","1406.403","275.5312","454.0859","1482.389","288.5161","498.0922","1566.092","301.3363","582.6014","1613.579","251.0917","497.1442","1586.94","-25.36603","394.8613","1547.469","2.082644","689.3973","1767.321","21.78816","1041.078","1766.264","31.59763","1136.426","1909.649","133.1627","384.3971","1531.811","227.4093","659.3715","1757.764","234.9743","1014.878","1773.595","273.8607","1088.138","1908.878","22.36783","-148.4988","1365.63","73.48777","-282.4226","1329.072","33.89409","-264.1003","1301.649","-53.32537","-189.2188","1321.825","79.10058","-248.5381","1296.07","83.62645","-128.0401","1292.949",""
"20200331152911379","72.89486","357.3585","1579.677","54.87049","204.0383","1510.426","41.17723","76.94823","1466.187","40.77585","-119.9402","1405.944","8.864426","-87.55363","1415.62","-116.2004","-39.88529","1437.224","-270.123","154.0583","1523.123","-348.834","16.83845","1675.962","-411.2554","-37.62002","1714.402","-485.3793","-103.3999","1740.482","-405.0413","-78.04914","1715.079","72.66726","-86.68046","1414.276","185.4848","-36.24115","1431.12","259.974","219.0694","1455.127","302.1872","423.6971","1532.346","312.021","484.1078","1609.303","344.429","564.046","1661.319","290.5435","490.7336","1621.032","-12.95731","363.7765","1587.813","8.479814","684.2064","1790.335","33.13804","1045.89","1774.968","46.24327","1140.147","1925.001","150.3115","351.5712","1572.34","234.0659","655.0211","1783.866","249.1294","1020.507","1809.099","287.9514","1082.161","1955.428","40.93361","-196.7357","1395.742","55.13869","-279.6602","1522.808","28.52188","-301.5855","1482.452","-35.61338","-259.8244","1389.729","77.933","-297.5031","1483.19","120.9422","-253.4076","1375.274",""
"20200331152911429","80.0397","325.4245","1611.322","67.18984","166.453","1543.032","57.22506","36.04078","1496.866","57.08168","-170.0073","1450.823","24.37358","-135.795","1456.457","-103.8049","-82.9308","1466.536","-251.7981","132.636","1528.569","-375.3648","-9.090453","1653.144","-424.2205","-39.98938","1726.814","-494.126","-116.2629","1745.183","-427.0325","-95.63762","1729.294","89.78865","-135.6824","1458.411","206.4742","-84.7458","1470.493","283.7599","176.7559","1495.42","315.4691","386.9617","1578.956","322.4545","440.918","1663.844","361.1383","520.3282","1717.377","284.2087","510.3013","1635.96","-8.344591","330.3474","1616.493","15.66663","660.5152","1821.383","39.11904","1031.049","1797.141","57.48238","1137.378","1943.932","159.7397","320.9853","1606.659","244.2662","628.0685","1829.81","256.5234","1003.783","1836.849","299.145","1079.35","1980.266","56.65307","-249.3245","1446.455","76.65937","-327.3032","1580.389","48.52895","-352.3195","1541.074","-20.83111","-315.5056","1446.034","99.11293","-347.2827","1540.039","139.0378","-307.1058","1425.906",""
"20200331152911497","86.17182","282.2189","1632.971","75.05181","123.9536","1558.96","64.32861","-8.917525","1516.312","65.59487","-215.2226","1463.164","32.47585","-180.7578","1468.526","-94.5357","-121.5269","1474.683","-231.4624","108.4064","1518.468","-388.6227","-11.03566","1631.762","-417.9811","-40.93036","1716.456","-494.0933","-111.4951","1738.151","-434.1986","-98.51694","1714.723","98.33562","-180.9964","1473.369","215.1686","-127.0488","1483.057","301.1118","131.813","1527.198","333.4842","339.8841","1620.896","354.1218","397.581","1702.115","357.864","468.7958","1778.122","335.2677","414.8055","1717.298","-2.606466","291.4124","1626.651","1.768181","597.6416","1872.687","30.79043","963.129","1953.513","11.1727","998.4753","2132.849","166.2271","273.9288","1638.671","158.8779","380.7607","2016.203","142.8943","741.8715","2131.445","181.6882","760.0718","2295.065","65.1183","-295.0726","1456.146","82.54549","-373.7095","1591.706","52.58672","-397.7833","1552.467","-16.30467","-357.8652","1456.884","103.8084","-395.2651","1550.953","145.051","-357.6046","1435.147",""
"20200331152911563","94.73928","237.1322","1639.39","84.04109","77.04383","1567.035","73.31742","-56.26172","1523.294","68.23047","-262.5778","1465.998","36.27858","-226.5297","1470.225","-94.20779","-173.0438","1471.576","-227.4255","63.94382","1491.926","-395.0901","-19.52548","1623.373","-415.9661","-42.01752","1713.278","-495.2319","-108.34","1739.392","-429.9443","-100.9574","1715.637","102.0388","-229.8971","1478.713","223.6543","-186.2693","1490.506","320.2336","69.64874","1538.894","349.5876","274.5891","1642.955","365.9675","327.912","1728.691","367.2066","404.0918","1800.624","351.5363","346.6551","1741.842","5.916908","247.4825","1629.623","-13.44903","523.1074","1911.83","30.16805","893.7784","1968.122","3.571838","961.519","2138.01","174.8343","227.799","1648.198","130.2983","353.4061","2019.532","131.87","722.5278","2115.595","111.1685","771.7354","2277.041","64.5334","-342.6173","1457.37","72.03282","-448.776","1574.865","40.76408","-461.6945","1531.224","-22.57188","-396.9001","1445.016","92.30324","-463.5952","1530.427","139.4757","-406.9718","1424.237",""
"20200331152911645","100.1014","213.3697","1648.129","86.60691","45.67604","1572.552","74.46252","-94.3709","1528.063","70.64503","-304.6967","1449.825","36.95115","-267.5688","1457.156","-96.90504","-204.9961","1459.7","-218.2179","50.36585","1500.746","-403.1588","-24.39565","1633.78","-409.1885","-38.94179","1732.072","-495.499","-109.7613","1735.675","-422.6325","-110.0653","1732.338","105.799","-271.5683","1466.318","232.5928","-226.5356","1485.775","326.3856","38.5135","1561.143","342.3226","250.1926","1679.011","353.3892","243.031","1785.38","348.2954","337.9121","1840.4","328.7402","293.9128","1810.437","6.424695","222.8902","1643.731","-18.69168","477.8439","1968.764","27.23993","870.3466","1952.378","16.5183","951.6281","2127.835","184.5738","204.7846","1652.095","138.3432","322.0146","2045.834","132.5815","716.7906","2107.994","122.0649","753.7778","2281.979","67.23922","-387.5104","1433.655","62.77317","-513.7333","1541.557","32.34265","-519.7015","1492.705","-25.39504","-437.6562","1408.384","86.16504","-524.2671","1494.625","144.8291","-453.8323","1394.909",""
